ID,Name,rate,total_rate,Poster
tt0000088,Jour de marché à Trouville (1896) ,4.7,15,"https://m.media-amazon.com/images/M/MV5BNzk2YWYyYTMtMTNjNC00ZDExLWI4NzItNmI5MDM1Y2UyNTVmXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000089,Départ de Jérusalem en chemin de fer (1897) ,6.3,825,"https://m.media-amazon.com/images/M/MV5BMDU2YjNjMzAtNzZmMi00MWNiLTlkNjEtYzA3ZTcwYmJiOTBkXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_UY268_CR85,0,182,268_AL_.jpg"
tt0000090,Libération des territoriaux (1896) ,4,14,"https://m.media-amazon.com/images/M/MV5BMWU0ZTgwZDUtYzNlZS00YWU5LWI0YjQtOTc4YzEzNTc5YjQ5XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000091,Le manoir du diable (1896) ,6.7,"2,730","https://m.media-amazon.com/images/M/MV5BY2RkZDBmNjEtYzdhMC00ODg4LWEwN2EtMmJlMTM4MGQwMGQxXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000092,Marée montante sur Brise-Larmes (1896) ,4.7,12,"https://m.media-amazon.com/images/M/MV5BOTFmMTU3YmMtMmVlMi00MmM1LTk5MTYtOGU5Yzk0NTAwNWJkXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000093,Melbourne (1896) ,4.9,64,"https://m.media-amazon.com/images/M/MV5BOTFmMTU3YmMtMmVlMi00MmM1LTk5MTYtOGU5Yzk0NTAwNWJkXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000094,Miss de Vere (1896) ,4.3,13,"https://m.media-amazon.com/images/M/MV5BMTg1NmIzNTItMDg2MC00YTEwLThhZDAtZmY5NGVmOGMxZmU0XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000095,Le papier protée (1896) ,4.8,20,"https://m.media-amazon.com/images/M/MV5BYTNkY2UwZDMtZThhYy00Y2NkLWI4MjEtM2ZmNjkxYjAwMDQ3XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000096,Place Saint-Augustin (1896) ,4.5,11,"https://m.media-amazon.com/images/M/MV5BYzE1MmRiZjgtMmVmYi00MDQ2LTk2OTUtNjY5ODkyOWMzZDJkXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000097,"Place de l'Opéra, 1er aspect (1896) ",4.9,17,"https://m.media-amazon.com/images/M/MV5BMDI3MWNlNDItMDU0MC00YzkzLTgyZTktYTVhM2I3MjU3NjY3XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000098,"Place de l'Opéra, 2e aspect (1896) ",5.5,19,"https://m.media-amazon.com/images/M/MV5BMjUxMDllMjItYTYyYi00MTc4LWI4ZjAtOTMxOWFkMGQwYzAxXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000099,Place de la Bastille (1896) ,4.7,14,"https://m.media-amazon.com/images/M/MV5BYTc4MWM2MGQtMGQyZS00ZDZmLWEyMTEtYzU1Y2UyMDdiMWJiXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000100,Place de la Concorde (1896) ,5,32,"https://m.media-amazon.com/images/M/MV5BZWI3NDRiOWUtMmZmYS00ODA0LThiNTItOWIzMjAxZGMwMTI3XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000101,Place du théâtre français (1896) ,4.7,12,"https://m.media-amazon.com/images/M/MV5BYzYxNTRiNGItYzFmZC00Mjk4LWEyZTktNDY0ZTQ0ZDY0ZDc0XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000102,Plage de Villiers par gros temps (1896) ,4.8,13,"https://m.media-amazon.com/images/M/MV5BOTY4NzVkNGMtODMxNS00MTAwLWE4MmMtZTU3YTRlZTFmNmU5XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000103,Plus fort que le maître (1896) ,5.8,15,"https://m.media-amazon.com/images/M/MV5BNDgxYjBjY2QtYjg5Mi00MGI2LWFlZWUtNWI5MDAzOTMyOGM4XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000104,Pompiers à Lyon (1896) ,5.5,379,"https://m.media-amazon.com/images/M/MV5BY2Y1MGI0Y2UtODA4Yy00ZTkzLWEwMGYtMzE2MWZjMWE3MjZkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR84,0,182,268_AL_.jpg"
tt0000105,Les quais à Marseille (1896) ,5.5,13,"https://m.media-amazon.com/images/M/MV5BYTg2ZmIzNjUtNDJhOS00YmY4LTkxNzEtYTA1ODNkZGE4NmQ0XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000106,Retour au cantonnement (1896) ,4.6,11,"https://m.media-amazon.com/images/M/MV5BOTA0MTA3ZGUtMjEzOS00ZWI5LTg4M2YtMThlYjBiMWU5NzhlXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000107,Revue navale à Cherbourg (1896) ,5.7,13,"https://m.media-amazon.com/images/M/MV5BMzY4OTZkYmEtYWNiYy00NWU5LTk5OTItODUwMjI2ZGY5NDhjXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000108,Rip Leaving Sleepy Hollow (1896) ,4.4,439,"https://m.media-amazon.com/images/M/MV5BMDI4YmU1MjUtMGMyNi00NTM0LTliZDktYTk1YWMzNjlmMGQ3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000109,Rip Meeting the Dwarf (1896) ,4.5,432,"https://m.media-amazon.com/images/M/MV5BNjJhZjUzODMtZjg4ZS00OTQ3LWFhYjctYzYxZDM5OGNmZWFlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000110,Rip Passing Over the Mountain (1896) ,4.4,436,"https://m.media-amazon.com/images/M/MV5BZGZkYTJhZmQtNTY0NC00OWI2LWIwODUtNTM2ZGQzZmE0ZjgxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDE4OTY5NzI@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000111,Rip's Toast (1896) ,4.5,444,"https://m.media-amazon.com/images/M/MV5BMDUyMzcxN2ItZWYxOS00ZDE0LTkwYjAtNjFiMDVmYWY1YWU5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000112,Rip's Toast to Hudson (1896) ,4.5,433,"https://m.media-amazon.com/images/M/MV5BZTkwNzFjYjUtNDhkMi00MWU4LThlZjktY2I4ZTUxYzU0OTZhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000113,Rip's Twenty Years' Sleep (1896) ,4.4,448,"https://m.media-amazon.com/images/M/MV5BZGZkYTJhZmQtNTY0NC00OWI2LWIwODUtNTM2ZGQzZmE0ZjgxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDE4OTY5NzI@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000114,Le régiment (1896) ,5.6,14,"https://m.media-amazon.com/images/M/MV5BODZiNWJhMTEtNTFhNy00ZjVjLWFmYTEtZTIxOTgyYmY3M2NkXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000115,Réunion d'officiers (1896) ,5.2,17,"https://m.media-amazon.com/images/M/MV5BNTVmNTViMzgtOWFmNS00MWNjLWI3MjEtYjAxZTcwZjI0ZWJjXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000116,Sac au dos (1896) ,5.6,14,"https://m.media-amazon.com/images/M/MV5BMjFlZDBhNWEtYzQ5OC00OGRkLTgyMmQtNTk1NjVkNzdmNjQ1XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000117,"Saída do Pessoal Operário da Fábrica Confiança (1896) ",5.1,116,"https://m.media-amazon.com/images/M/MV5BMjlkYjFlYjktMzZiMS00YzBjLWE1ZGEtNjc0N2U1YTFjM2VkXkEyXkFqcGdeQXVyMjUyMTE3MTc@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000118,Salut malencontreux d'un déserteur (1896) ,5.6,15,"https://m.media-amazon.com/images/M/MV5BYzhjNDRjZTAtOTljYS00ZDcxLTk4ZmItZWEwZjQxMTQ1NTU0XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000119,"Sauvetage en rivière, 1er (1896) ",5.7,27,"https://m.media-amazon.com/images/M/MV5BYjAyYjNmNzItMGJiMi00MmE0LWJkNTItZDRlZDAzZjA0MzliXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000120,"Sauvetage en rivière, 2e (1896) ",5.6,28,"https://m.media-amazon.com/images/M/MV5BZDU0YWFmNjUtNTlkYi00Y2Q4LTgzZGQtNTU0N2FjNTk5NjA4XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000121,The Soldier's Courtship (1896) ,4.5,46,"https://m.media-amazon.com/images/M/MV5BMTczNTkxNzgtZjllOC00NGE4LWFjMTQtNGQyZDI5ZDRhOTY3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR155,0,182,268_AL_.jpg"
tt0000122,Sortie des ateliers Vibert (1896) ,5.6,14,"https://m.media-amazon.com/images/M/MV5BMDk5ODllNWItZTdmZS00OTg1LTllZmItZDhjYmFiYjY5NTI0XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000123,Séance de prestidigitation (1896) ,5.8,71,"https://m.media-amazon.com/images/M/MV5BZDcwOWExZGYtMzk3Mi00ODczLWE3MTQtNGRhNjMyMTBlMGY1XkEyXkFqcGdeQXVyNzUyMjQ3NTQ@._V1_UY268_CR13,0,182,268_AL_.jpg"
tt0000124,Tempête sur la jetée du treport (1896) ,5.7,15,"https://m.media-amazon.com/images/M/MV5BNDkwYmY1ZTAtOTY3Yy00NjdkLWE4OGUtZDljNjg2OTZhMjRmXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000125,The Terrible Railway Accident (1896) ,4.7,7,"https://m.media-amazon.com/images/M/MV5BNDkwYmY1ZTAtOTY3Yy00NjdkLWE4OGUtZDljNjg2OTZhMjRmXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000126,Tom Old Boot (1896) ,5.8,16,"https://m.media-amazon.com/images/M/MV5BNTVmOTVhOWYtMDAyNy00MzdmLWEzNGMtZTdhYTMxNzgyNzI0XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000127,Les tribulations d'un concierge (1896) ,4.5,13,"https://m.media-amazon.com/images/M/MV5BNmYwZDljNWMtM2Y2My00MDkxLWIxMzgtMWFkZjgyNDAwNzNmXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000128,Un lycée de jeunes filles (1896) ,5.9,24,"https://m.media-amazon.com/images/M/MV5BYWYyYTExMzItMGYwNi00ZDkwLWE4MTAtNjk1YTM1YjFkN2IzXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000129,Un petit diable (1896) ,6.7,35,"https://m.media-amazon.com/images/M/MV5BZDMyMzNkY2EtMGIwMC00ODQ2LWI0ZGMtMzU0Njk0YmY1NDljXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000130,Une altercation au café (1896) ,5.5,15,"https://m.media-amazon.com/images/M/MV5BMzZmYmZkNDYtMWUzZi00NWEwLTkyZWUtMjRhYjE0NDI1Y2VkXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000131,Une nuit terrible (1896) ,5.8,"1,064","https://m.media-amazon.com/images/M/MV5BMzQxNDllZmYtZDE4MC00YTQ1LThiZmItNTIwNTA1NDdjOTVkXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000132,Une partie de cartes (1896) ,5.1,858,"https://m.media-amazon.com/images/M/MV5BODQ0NGEyMjgtMDdhMC00ZTc3LWIyMjktNTQyYzFiMmY0OGRhXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000133,La voiture du potier (1896) ,6.5,22,"https://m.media-amazon.com/images/M/MV5BMmQyNGUxNzYtZGNjNi00YjAzLTlkZGUtNzkyMjUxMzdmOTFkXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000134,The Wandering Negro Minstrels (1896) ,4.7,7,"https://m.media-amazon.com/images/M/MV5BMmQyNGUxNzYtZGNjNi00YjAzLTlkZGUtNzkyMjUxMzdmOTFkXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000135,A Watermelon Feast (1896) ,6.7,51,"https://m.media-amazon.com/images/M/MV5BZmQ0ZTE5YjMtNGQwYy00YTNkLTgyMmEtYzk4MWE3OWJlNzlhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR99,0,182,268_AL_.jpg"
tt0000136,L'arroseur arrosé (1897) ,6.3,309,"https://m.media-amazon.com/images/M/MV5BZDAzMDUzNTYtN2I0MC00MGU3LWI1NDQtNWM3NGU3MTBjYjk1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR87,0,182,268_AL_.jpg"
tt0000137,Au réfectoire (1897) ,4.8,11,"https://m.media-amazon.com/images/M/MV5BZDAzMDUzNTYtN2I0MC00MGU3LWI1NDQtNWM3NGU3MTBjYjk1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR87,0,182,268_AL_.jpg"
tt0000138,L'auberge ensorcelée (1897) ,6.5,835,"https://m.media-amazon.com/images/M/MV5BYjIyNTA4NjgtMTczZC00OWE3LTkzNzMtNmZjOTljNDgwNjc3XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000139,L'aveugle (1897) ,5.4,15,"https://m.media-amazon.com/images/M/MV5BYjIyNTA4NjgtMTczZC00OWE3LTkzNzMtNmZjOTljNDgwNjc3XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000140,Baignade dans le torrent (1897) ,5,221,"https://m.media-amazon.com/images/M/MV5BY2RlNjBjM2EtZDNkZS00YjM4LWFhZTYtYjZmYmI1ZjJkOTYxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR87,0,182,268_AL_.jpg"
tt0000141,Ballet libella (1897) ,5.3,57,"https://m.media-amazon.com/images/M/MV5BZWEzZjdkZmQtODUxMy00NDc0LTg4YjAtNjY2MzE2NTU1MTcwXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000142,Buffalo Bill and Escort (1897) ,4.7,10,"https://m.media-amazon.com/images/M/MV5BZWEzZjdkZmQtODUxMy00NDc0LTg4YjAtNjY2MzE2NTU1MTcwXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000143,Les cambrioleurs (1897) ,4.9,199,"https://m.media-amazon.com/images/M/MV5BNzdjNzVhMzMtYTVkOC00YWQxLTk0NzYtODVmN2M4MTMxNTczXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR79,0,182,268_AL_.jpg"
tt0000144,Chez le magnétiseur (1897) ,5.2,220,"https://m.media-amazon.com/images/M/MV5BOTg5ODBhNTAtYmZlZS00ODgyLWI2M2MtZGY3ZTVlMWQxOWYxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR87,0,182,268_AL_.jpg"
tt0000145,En classe (1897) ,3.8,6,"https://m.media-amazon.com/images/M/MV5BOTg5ODBhNTAtYmZlZS00ODgyLWI2M2MtZGY3ZTVlMWQxOWYxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR87,0,182,268_AL_.jpg"
tt0000146,Le cocher de fiacre endormi (1897) ,5.2,13,"https://m.media-amazon.com/images/M/MV5BOTg5ODBhNTAtYmZlZS00ODgyLWI2M2MtZGY3ZTVlMWQxOWYxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR87,0,182,268_AL_.jpg"
tt0000147,The Corbett-Fitzsimmons Fight (1897) ,5.2,350,"https://m.media-amazon.com/images/M/MV5BMTBiNzVjZjUtN2NmZS00YjhjLWI1ZDctZDYyZTM0NTEwNGY3XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY268_CR90,0,182,268_AL_.jpg"
tt0000148,Le Coucher d'Yvette (1897) ,3.7,6,"https://m.media-amazon.com/images/M/MV5BMTBiNzVjZjUtN2NmZS00YjhjLWI1ZDctZDYyZTM0NTEwNGY3XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY268_CR90,0,182,268_AL_.jpg"
tt0000149,Dans les coulisses (1897) ,4.7,10,"https://m.media-amazon.com/images/M/MV5BOThlNTEzMTUtZTQ0ZS00YmJmLTlmNmEtNWE5NDI3ZDg0OWYwXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000150,Danse fleur de lotus (1897) ,5.3,108,"https://m.media-amazon.com/images/M/MV5BMTM3MzJmMDEtNDJhNi00NDIzLThkODYtMjVhODhjNjY1OGIxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000151,Faust et Marguerite (1897) ,5.3,30,"https://m.media-amazon.com/images/M/MV5BNzA4NzRlYzItNDg5ZC00YjEzLWJlNWEtYTZiOWVhNWZhY2NlXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000152,L'hallucination de l'alchimiste (1897) ,6.1,173,"https://m.media-amazon.com/images/M/MV5BY2VkMzJkN2EtNzJlYi00MTM1LTkyYTctNzBkZDVhNjZhZWE5XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000153,The Haunted Castle (1897) ,5.7,322,"https://m.media-amazon.com/images/M/MV5BNDI0ODM1MTctN2YwOS00NTJhLWIwNmUtZDk5YWFiYTI3NDFlXkEyXkFqcGdeQXVyNzk3ODM4NQ@@._V1_UY268_CR87,0,182,268_AL_.jpg"
tt0000154,Henley Regatta (1897) ,4.1,7,"https://m.media-amazon.com/images/M/MV5BNDI0ODM1MTctN2YwOS00NTJhLWIwNmUtZDk5YWFiYTI3NDFlXkEyXkFqcGdeQXVyNzk3ODM4NQ@@._V1_UY268_CR87,0,182,268_AL_.jpg"
tt0000155,Le magnétiseur (1897) ,4.9,13,"https://m.media-amazon.com/images/M/MV5BNWVlOGU5NzAtYzc4NC00YzhmLWJjMjUtMGFkNjAzNTZmYmQ2XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000156,L'hôtel empoisonné (1896) ,4.1,11,"https://m.media-amazon.com/images/M/MV5BZWZmZmQzNDEtYmYyNC00YjBlLWI3MjMtMDM5NmFjMzJjYjM4XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000157,Idylle (1897) ,4.1,7,"https://m.media-amazon.com/images/M/MV5BZWZmZmQzNDEtYmYyNC00YjBlLWI3MjMtMDM5NmFjMzJjYjM4XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000158,Idylle interrompue (1897) ,3.4,7,"https://m.media-amazon.com/images/M/MV5BZWZmZmQzNDEtYmYyNC00YjBlLWI3MjMtMDM5NmFjMzJjYjM4XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000159,Le cabinet de Méphistophélès (1897) ,5.3,65,"https://m.media-amazon.com/images/M/MV5BNTk0NWVlMjEtN2QwNy00M2IyLWFkYWYtNTM0NGIxOWE4YTA4XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000160,The Last Days of Pompeii (1900) ,5.2,9,"https://m.media-amazon.com/images/M/MV5BNTk0NWVlMjEtN2QwNy00M2IyLWFkYWYtNTM0NGIxOWE4YTA4XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000161,Leçon de danse (1897) ,3.9,7,"https://m.media-amazon.com/images/M/MV5BNTk0NWVlMjEtN2QwNy00M2IyLWFkYWYtNTM0NGIxOWE4YTA4XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000162,Les chutes (1897) ,5.3,392,"https://m.media-amazon.com/images/M/MV5BNjg2YmE4MzUtYWQ1Ny00ZWM3LWFjZTMtMTVhODMxN2YzZjFhXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000164,Le pêcheur dans le torrent (1897) ,5,226,"https://m.media-amazon.com/images/M/MV5BZDZmZTdmNDItMzdlYy00MjZiLTlhMTQtMDRkNDVlYjM1NjY1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR87,0,182,268_AL_.jpg"
tt0000165,Riña en un café (1897) ,5.1,85,"https://m.media-amazon.com/images/M/MV5BNDg4NWNkOTEtYmNjNi00YjZhLTk2NWEtOThjNDhjMGMyMjRkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR151,0,182,268_AL_.jpg"
tt0000166,"Salida de los trabajadores de la fábrica España Industrial (1897) ",4.1,7,"https://m.media-amazon.com/images/M/MV5BNDg4NWNkOTEtYmNjNi00YjZhLTk2NWEtOThjNDhjMGMyMjRkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR151,0,182,268_AL_.jpg"
tt0000167,Salida de misa de doce del Pilar de Zaragoza (1897) ,4.5,98,"https://m.media-amazon.com/images/M/MV5BOGQwOTNmMjItZmE2MC00NzIwLTk5OTMtZjFhOTJlZGIwMTRhXkEyXkFqcGdeQXVyNDUzNzExOTE@._V1_UY268_CR51,0,182,268_AL_.jpg"
tt0000168,Salida del público de la iglesia parroquial de Santa María de Sans (1897) ,3.4,7,"https://m.media-amazon.com/images/M/MV5BOGQwOTNmMjItZmE2MC00NzIwLTk5OTMtZjFhOTJlZGIwMTRhXkEyXkFqcGdeQXVyNDUzNzExOTE@._V1_UY268_CR51,0,182,268_AL_.jpg"
tt0000169,Slagsmål i gamla Stockholm (1897) ,4.1,17,"https://m.media-amazon.com/images/M/MV5BN2JlNzE4MDUtY2Q0NS00OTE5LWIxZjEtNGY1NWIyZDdlZjdkXkEyXkFqcGdeQXVyMjI3MDczMjI@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000170,The Twins' Tea Party (1896) ,5.3,178,"https://m.media-amazon.com/images/M/MV5BNTZiMDI3ZDktOWI3NS00YWIxLThkZDAtNGVjZGY0OTU0MzZhXkEyXkFqcGdeQXVyNzUyMjQ3NTQ@._V1_UY268_CR2,0,182,268_AL_.jpg"
tt0000172,The X-Ray Fiend (1897) ,6.1,645,"https://m.media-amazon.com/images/M/MV5BYTgwMWE0NWItZDQzYi00YWRhLTlhMzctMGNlMGJmZjE5ODE0XkEyXkFqcGdeQXVyNDU1Mzg3ODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000173,Battle of Santiago Bay (1898) ,4.6,17,"https://m.media-amazon.com/images/M/MV5BYTgwMWE0NWItZDQzYi00YWRhLTlhMzctMGNlMGJmZjE5ODE0XkEyXkFqcGdeQXVyNDU1Mzg3ODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000174,"Výstavní párkar a lepic plakátù (1898) ",4.7,103,"https://m.media-amazon.com/images/M/MV5BNGE4ZWNjM2MtY2M2Mi00MDkyLTljMTQtZDgzNmMxNDkwNDkyXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000175,A Sea Cave Near Lisbon (1896) ,5,159,"https://m.media-amazon.com/images/M/MV5BOTI3MjMyZTEtZWZjZC00MzViLTk3YmEtYjVhMjIwNWMzYTM1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg"
