ID,Name,rate,total_rate,Poster
tt0000177,The Burglar on the Roof (1898) ,4.6,184,"https://m.media-amazon.com/images/M/MV5BZDg0NmUwNDgtZmEwYS00MmU2LTg5NDQtZTQ5YTdlNmQxM2ZiXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000178,The Cavalier's Dream (1898) ,5.3,90,"https://m.media-amazon.com/images/M/MV5BMzBiZWQ4YTAtOGE1Zi00MDE3LTgwMGMtNTA2ZTI4MGRlNGYyXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY268_CR97,0,182,268_AL_.jpg"
tt0000179,La caverne maudite (1898) ,4.5,21,"https://m.media-amazon.com/images/M/MV5BNTJjZTljZjEtZjExMy00MDU2LWIyOGQtZjhjODdhYWYxNzUzXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000181,Cinderella (1898) ,6.9,33,"https://m.media-amazon.com/images/M/MV5BNTJjZTljZjEtZjExMy00MDU2LWIyOGQtZjhjODdhYWYxNzUzXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000182,"Come Along, Do! (1898) ",4.9,464,"https://m.media-amazon.com/images/M/MV5BYTQ4ZWY2YWItMzkxOS00ZTkwLWI4M2ItZjNiMDk4MjY1OWI3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR87,0,182,268_AL_.jpg"
tt0000183,The Corsican Brothers (1898) ,6.1,16,"https://m.media-amazon.com/images/M/MV5BYTQ4ZWY2YWItMzkxOS00ZTkwLWI4M2ItZjNiMDk4MjY1OWI3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR87,0,182,268_AL_.jpg"
tt0000184,Cripple Creek Bar-Room Scene (1899) ,4.8,254,"https://m.media-amazon.com/images/M/MV5BNjg1MGM4Y2MtYThkNy00NDc0LWIxMzItYzk0MDc1ZTRhNTkxXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY268_CR87,0,182,268_AL_.jpg"
tt0000186,Le cuirassé Maine (1898) ,4.1,11,"https://m.media-amazon.com/images/M/MV5BYWE0ZGMxNTMtNDVmNi00MThkLWE5YTQtODg3ZmE4ZjRlNmYwXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000187,La cène (1898) ,5.3,34,"https://m.media-amazon.com/images/M/MV5BYWE0ZGMxNTMtNDVmNi00MThkLWE5YTQtODg3ZmE4ZjRlNmYwXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000190,Dostavenícko ve mlýnici (1898) ,5.1,114,"https://m.media-amazon.com/images/M/MV5BMjA5NzFlNzUtYzIzZS00ZjQxLWFmYzItN2JlYmNjZDdhYjUwXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR127,0,182,268_AL_.jpg"
tt0000192,"Ella Lola, a la Trilby (1898) ",4.4,131,"https://m.media-amazon.com/images/M/MV5BZDgzZWZlNWQtNTE5YS00ODRmLTkyYTAtOGIyZDAzNGYwYmVhXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000194,Express Train on a Railway Cutting (1898) ,5.4,64,"https://m.media-amazon.com/images/M/MV5BZDgzZWZlNWQtNTE5YS00ODRmLTkyYTAtOGIyZDAzNGYwYmVhXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000196,Faust and Mephistopheles (1898) ,4.9,16,"https://m.media-amazon.com/images/M/MV5BZjM0ZjY0ZTMtZGJkNi00ZDVmLTg3YTYtZDI3ZGVmMjI2N2E4XkEyXkFqcGdeQXVyMzU3NzExNTc@._V1_UY268_CR86,0,182,268_AL_.jpg"
tt0000197,La flagellation (1898) ,4.7,10,"https://m.media-amazon.com/images/M/MV5BZjM0ZjY0ZTMtZGJkNi00ZDVmLTg3YTYtZDI3ZGVmMjI2N2E4XkEyXkFqcGdeQXVyMzU3NzExNTc@._V1_UY268_CR86,0,182,268_AL_.jpg"
tt0000198,La fuite en Égypte (1898) ,4.8,9,"https://m.media-amazon.com/images/M/MV5BZjM0ZjY0ZTMtZGJkNi00ZDVmLTg3YTYtZDI3ZGVmMjI2N2E4XkEyXkFqcGdeQXVyMzU3NzExNTc@._V1_UY268_CR86,0,182,268_AL_.jpg"
tt0000204,Jésus devant Pilate (1898) ,5.7,6,"https://m.media-amazon.com/images/M/MV5BZjM0ZjY0ZTMtZGJkNi00ZDVmLTg3YTYtZDI3ZGVmMjI2N2E4XkEyXkFqcGdeQXVyMzU3NzExNTc@._V1_UY268_CR86,0,182,268_AL_.jpg"
tt0000205,Leçons de boxe (1898) ,5.3,19,"https://m.media-amazon.com/images/M/MV5BZmM3N2YxZDMtYzUxNS00NjU4LWIyZjMtYjE1OGE4NTJmMDcyXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY268_CR85,0,182,268_AL_.jpg"
tt0000206,"Llegada de un tren a la estación de ferrocarril del Norte, de Barcelona (1898) ",4.8,6,"https://m.media-amazon.com/images/M/MV5BZmM3N2YxZDMtYzUxNS00NjU4LWIyZjMtYjE1OGE4NTJmMDcyXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY268_CR85,0,182,268_AL_.jpg"
tt0000208,The Miller and the Sweep (1897) ,5.7,461,"https://m.media-amazon.com/images/M/MV5BZTZlZDU0YmUtZGE4NS00YzhlLWI5N2UtNTU0ZDZjMDljNTNhXkEyXkFqcGdeQXVyMDM1MzIyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000209,Photographing a Ghost (1898) ,5,14,"https://m.media-amazon.com/images/M/MV5BZTZlZDU0YmUtZGE4NS00YzhlLWI5N2UtNTU0ZDZjMDljNTNhXkEyXkFqcGdeQXVyMDM1MzIyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000210,Les rayons Röntgen (1898) ,5.1,16,"https://m.media-amazon.com/images/M/MV5BYTg2MWNlMmEtNGRiYS00OTc3LTg0N2ItYzIwNGUzMjIyN2M2XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000211,La lune à un mètre (1898) ,7.5,"3,288","https://m.media-amazon.com/images/M/MV5BYmMwZTIwYTEtNDcxZi00NThlLWE2YmYtZmZlNGQzYzZlMDc1XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000213,Scène d'escamotage (1898) ,4.5,182,"https://m.media-amazon.com/images/M/MV5BYzQ5ZjhhZTYtZDdkYi00Njk0LTljNjctMmMyM2UzYTkzMzE3XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000214,Tearing Down the Spanish Flag (1898) ,4.7,58,"https://m.media-amazon.com/images/M/MV5BYjFlYzc0Y2MtNTIxMy00ZWQ3LTlmNTQtZDk3NzRlMmNlODhiXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY268_CR87,0,182,268_AL_.jpg"
tt0000215,"Smích a plác (1898) ",4.4,97,"https://m.media-amazon.com/images/M/MV5BMWNjYzkxMGQtMDgwMy00MTUyLTg1NGMtYjhiYzE4YjNiMjI1XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY268_CR97,0,182,268_AL_.jpg"
tt0000218,L'affaire Dreyfus (1899) ,5.9,492,"https://m.media-amazon.com/images/M/MV5BMDRhNjMwZmUtNGUzOS00YmMwLTk4NjgtYjczNjkyYTU0MDU4XkEyXkFqcGdeQXVyNzUyMjQ3NTQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000219,Aladdin and the Wonderful Lamp (1899) ,6.7,23,"https://m.media-amazon.com/images/M/MV5BMDRhNjMwZmUtNGUzOS00YmMwLTk4NjgtYjczNjkyYTU0MDU4XkEyXkFqcGdeQXVyNzUyMjQ3NTQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000222,Au cabaret (1899) ,4.6,184,"https://m.media-amazon.com/images/M/MV5BMDQ0OWZjZGQtYmQ3NC00NWMzLTlmZWUtYzQxYmEwNDIwMWU2XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000223,L'aveugle (1899) ,5.4,11,"https://m.media-amazon.com/images/M/MV5BMDQ0OWZjZGQtYmQ3NC00NWMzLTlmZWUtYzQxYmEwNDIwMWU2XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000225,La belle et la bête (1899) ,5.1,18,"https://m.media-amazon.com/images/M/MV5BMDQ0OWZjZGQtYmQ3NC00NWMzLTlmZWUtYzQxYmEwNDIwMWU2XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000228,La bonne absinthe (1899) ,4.8,215,"https://m.media-amazon.com/images/M/MV5BMDVjYzdmZGEtMDYzMC00NTVlLTkyYmItZjU1ZGViZmMxZTJkXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000229,Casey at the Bat (1899) ,4.4,79,"https://m.media-amazon.com/images/M/MV5BYjA4YTM4YjgtMWEzNC00MTc5LThhYzItZmYzNWU0MDQxZjA2XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000230,Cendrillon (1899) ,6.5,"1,321","https://m.media-amazon.com/images/M/MV5BODA0NDg4ODYtZTFkYy00ZGVkLWIzMTgtZmJjNzU4YmE2YjBiXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000231,Portuguese Railway Train (1896) ,3.6,7,"https://m.media-amazon.com/images/M/MV5BODA0NDg4ODYtZTFkYy00ZGVkLWIzMTgtZmJjNzU4YmE2YjBiXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000234,Cléopâtre (1899) ,6.1,35,"https://m.media-amazon.com/images/M/MV5BOWQxODEwMDItMWMxZS00ZTA3LTg5NmYtYTRjNzlmODQzY2I5XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000235,La colonne de feu (1899) ,6.2,551,"https://m.media-amazon.com/images/M/MV5BNzVlOGRiNjktY2ZlOS00MjliLTgzOWQtZjU5YjlmYTZjODgxXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000239,Danse serpentine par Mme. Bob Walter (1899) ,5.4,188,"https://m.media-amazon.com/images/M/MV5BOTI1NTMxOTEtYjA3NS00ZWMyLWE2ZmUtYjFkMjMwMDE1NDYzXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000240,Distributing a War Extra (1899) ,4.3,47,"https://m.media-amazon.com/images/M/MV5BOTI1NTMxOTEtYjA3NS00ZWMyLWE2ZmUtYjFkMjMwMDE1NDYzXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000242,Le diable au couvent (1899) ,6.4,881,"https://m.media-amazon.com/images/M/MV5BNzc1MmY2NzAtNzVhNi00MzViLWE3NDgtNGEwMTI5OTNjMDUzXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000245,The Haunted House (1899) ,6.3,22,"https://m.media-amazon.com/images/M/MV5BNzc1MmY2NzAtNzVhNi00MzViLWE3NDgtNGEwMTI5OTNjMDUzXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000246,L'impressionniste fin de siècle (1899) ,6.4,896,"https://m.media-amazon.com/images/M/MV5BMDQ4Mjk5MmYtNDAxYi00N2VlLWEyOTItNzg0YWI5MTMwYmRjXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000247,King John (1899) ,5,398,"https://m.media-amazon.com/images/M/MV5BZDkxNGU4MGEtNTM1ZS00Mzg2LWJkNDAtNzFmMDZlYjA4MzE0XkEyXkFqcGdeQXVyMjIzMTEyMzU@._V1_UY268_CR112,0,182,268_AL_.jpg"
tt0000248,The Kiss in the Tunnel (1899) ,6,"1,290","https://m.media-amazon.com/images/M/MV5BZDVlZGVlMzItMWYzMy00ZDJkLWE1OTItOTBlNjI5OGRiMTNmXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000251,Matches: An Appeal (1899) ,5.5,90,"https://m.media-amazon.com/images/M/MV5BZTE4NzkyMmMtODgwOS00NGNmLTg3NjEtZDY1YTUxNWU5MWE5XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000253,The Miser's Doom (1899) ,4.8,16,"https://m.media-amazon.com/images/M/MV5BZTE4NzkyMmMtODgwOS00NGNmLTg3NjEtZDY1YTUxNWU5MWE5XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000256,Panorama from the Tower of the Brooklyn Bridge (1899) ,4.6,124,"https://m.media-amazon.com/images/M/MV5BMWUxZjAzYjktMDBhYy00YmE4LWJmNTMtNjMyOWU3MjNhOTljXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY268_CR87,0,182,268_AL_.jpg"
tt0000261,Un bon lit (1899) ,5.7,45,"https://m.media-amazon.com/images/M/MV5BNGZhM2U4ZDgtYTZhNi00YTFmLTk2ODYtYTFhYzBlOGEyZDlmXkEyXkFqcGdeQXVyNzUyMjQ3NTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000264,Évocation spirite (1899) ,5.7,342,"https://m.media-amazon.com/images/M/MV5BNTQ3ZDY1MjctZDM5YS00YjZlLTliNjgtNzY5Y2U2MjMwZTAxXkEyXkFqcGdeQXVyNDU1Mzg3ODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000265,Above the Limit (1900) ,4.6,97,"https://m.media-amazon.com/images/M/MV5BZDZkMjQ5NGEtYjNkOS00NDkxLWJlYTMtOTcyNjhhNmQ4ZmIxXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY268_CR84,0,182,268_AL_.jpg"
tt0000269,Army Life (1900) ,5.1,97,"https://m.media-amazon.com/images/M/MV5BMTI1MDYzMTItMjkxYS00ZTE1LTliNWYtYTE1ZDA2MzA0NmE1XkEyXkFqcGdeQXVyNzUyMjQ3NTQ@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000271,Arrivée de Pierette et Pierrot (1900) ,7.3,6,"https://m.media-amazon.com/images/M/MV5BMTI1MDYzMTItMjkxYS00ZTE1LTliNWYtYTE1ZDA2MzA0NmE1XkEyXkFqcGdeQXVyNzUyMjQ3NTQ@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000272,As Seen Through a Telescope (1900) ,5.6,669,"https://m.media-amazon.com/images/M/MV5BODBjNmQwMjQtYWM5Mi00Zjc0LTk4MDEtYzgzNDdkMjZhYzU1XkEyXkFqcGdeQXVyODE2Nzc4NTA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000273,Attack on a China Mission (1900) ,5.6,470,"https://m.media-amazon.com/images/M/MV5BOTU3ZGRmNjAtOWIzNC00MDI5LTkzZGMtZjZhZWI5ZmI4Zjk4XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000274,Avenue de l'opéra (1900) ,5.6,185,"https://m.media-amazon.com/images/M/MV5BMDhlMTg3MmUtMWM0OC00YjE5LWFiNjQtNDFiZGFlOGQ2OGY5XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000276,Bataille d'oreillers (1900) ,7.6,8,"https://m.media-amazon.com/images/M/MV5BMDhlMTg3MmUtMWM0OC00YjE5LWFiNjQtNDFiZGFlOGQ2OGY5XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000277,Bataille de boules de neige (1900) ,6.2,48,"https://m.media-amazon.com/images/M/MV5BNjAyMzAyMGEtMDFiNy00Njk4LTljZWItZmQyYTcxODY1ZWFmXkEyXkFqcGdeQXVyMDM0MzU2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000278,Buffalo Bill's Show Parade (1900) ,6.3,6,"https://m.media-amazon.com/images/M/MV5BNjAyMzAyMGEtMDFiNy00Njk4LTljZWItZmQyYTcxODY1ZWFmXkEyXkFqcGdeQXVyMDM0MzU2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000279,Buffalo Bill's Wild West Parade (1900) ,5.4,5,"https://m.media-amazon.com/images/M/MV5BNjAyMzAyMGEtMDFiNy00Njk4LTljZWItZmQyYTcxODY1ZWFmXkEyXkFqcGdeQXVyMDM0MzU2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000280,Buffalo Bill's Wild West Parade (1900) ,5.2,6,"https://m.media-amazon.com/images/M/MV5BNjAyMzAyMGEtMDFiNy00Njk4LTljZWItZmQyYTcxODY1ZWFmXkEyXkFqcGdeQXVyMDM0MzU2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000281,Buffalo Bill's Wild West Show (1900) ,5.3,7,"https://m.media-amazon.com/images/M/MV5BNjAyMzAyMGEtMDFiNy00Njk4LTljZWItZmQyYTcxODY1ZWFmXkEyXkFqcGdeQXVyMDM0MzU2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000283,Chez le Maréchal-Ferrant (1900) ,6.3,11,"https://m.media-amazon.com/images/M/MV5BNjAyMzAyMGEtMDFiNy00Njk4LTljZWItZmQyYTcxODY1ZWFmXkEyXkFqcGdeQXVyMDM0MzU2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000284,Chez le photographe (1900) ,5.3,173,"https://m.media-amazon.com/images/M/MV5BYWI4MDkzNmYtMmNjYy00Yjc0LTgzZDEtYWMxMjI5NjViNjM5XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000285,Chinese Magic (1900) ,5.8,5,"https://m.media-amazon.com/images/M/MV5BYWI4MDkzNmYtMmNjYy00Yjc0LTgzZDEtYWMxMjI5NjViNjM5XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000286,Chirurgie fin de siècle (1900) ,5.7,171,"https://m.media-amazon.com/images/M/MV5BMmU0ZWY1MzgtZjQwZS00YzAwLTg1YWMtYzA1YjQ4MjI4NmIwXkEyXkFqcGdeQXVyMDM3NjU0MA@@._V1_UY268_CR81,0,182,268_AL_.jpg"
tt0000287,The Clown and the Alchemist (1900) ,5,119,"https://m.media-amazon.com/images/M/MV5BZTIwNDBjYjAtZjcxYi00MzI1LTgwMTItZDhjNmE3NGI2MTIwXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY268_CR87,0,182,268_AL_.jpg"
tt0000288,La concierge (1900) ,5.4,157,"https://m.media-amazon.com/images/M/MV5BZTIwNDBjYjAtZjcxYi00MzI1LTgwMTItZDhjNmE3NGI2MTIwXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY268_CR87,0,182,268_AL_.jpg"
tt0000292,Danse du papillon (1900) ,5.4,65,"https://m.media-amazon.com/images/M/MV5BZTIwNDBjYjAtZjcxYi00MzI1LTgwMTItZDhjNmE3NGI2MTIwXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY268_CR87,0,182,268_AL_.jpg"
tt0000296,Danse serpentine (1900) ,5.8,205,"https://m.media-amazon.com/images/M/MV5BY2EzMjllN2QtYmVlYS00Zjg3LWJmMDAtMmM0ZmZhODA0NjgwXkEyXkFqcGdeQXVyNTQzNTQ2MTQ@._V1_UY268_CR87,0,182,268_AL_.jpg"
tt0000299,Le départ d'Arlequin et de Pierrette (1900) ,5.5,179,"https://m.media-amazon.com/images/M/MV5BM2VhYWJiYWUtMzM1OS00OTViLTgxMTgtODRlNTJlMjhiNGZkXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000300,The Enchanted Drawing (1900) ,6.9,"1,038","https://m.media-amazon.com/images/M/MV5BZGEzZTQ4YjctZThlZi00ODIxLWJjNzctYjliMzc1YTE2ZjFiXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000301,Faust and Marguerite (1900) ,4.4,305,"https://m.media-amazon.com/images/M/MV5BMjYxZDUwYWUtMTcyNC00NzNjLWJjN2QtNGI4YmQ1ODA3MmVkXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000302,"La fée aux choux, ou la naissance des enfants (1900) ",5.1,134,"https://m.media-amazon.com/images/M/MV5BMjYxZDUwYWUtMTcyNC00NzNjLWJjN2QtNGI4YmQ1ODA3MmVkXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000304,Grandma's Reading Glass (1900) ,6,"1,011","https://m.media-amazon.com/images/M/MV5BYjA3NGU2YzktZmI5Ni00NTVhLWJlY2EtYzA2MzNkY2JlNTUxXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000306,Le duel d'Hamlet (1900) ,5.4,165,"https://m.media-amazon.com/images/M/MV5BZTRjMTM4YjItYmFlZC00YWQ0LTg3NjQtMDQxZGRmNThmYTYwXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000307,Happy Hooligan (1900) ,5,59,"https://m.media-amazon.com/images/M/MV5BYWI1ZDg1NWUtMDRkMC00YWNhLTk0ZTAtOGM1MDk3MmU1NGVlXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY268_CR85,0,182,268_AL_.jpg"
tt0000308,The House That Jack Built (1900) ,5.7,60,"https://m.media-amazon.com/images/M/MV5BMWQxNzFmYzctODNjNi00MDVhLWE0YWYtY2E3NTkwZWQ5MTgwXkEyXkFqcGdeQXVyNzUyMjQ3NTQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000309,How It Feels to Be Run Over (1900) ,6.1,699,"https://m.media-amazon.com/images/M/MV5BYjQ0NDM2NzktY2RkOS00MjY1LWEyYjctZWFlZjRjZDg3MGZlXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000310,Chimmie Hicks and the Rum Omelet (1900) ,7.3,15,"https://m.media-amazon.com/images/M/MV5BYjQ0NDM2NzktY2RkOS00MjY1LWEyYjctZWFlZjRjZDg3MGZlXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000313,Let Me Dream Again (1900) ,5.8,653,"https://m.media-amazon.com/images/M/MV5BMWNhYjUzZDAtZjdhNi00ZjQyLWIzMDktM2U1NTczNWE2YmQ4XkEyXkFqcGdeQXVyNDg5MjMyMTM@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000319,Momijigari (1899) ,5.8,125,"https://m.media-amazon.com/images/M/MV5BOGE3NWMzYWMtOWZkYS00ZTg2LTgxNDQtNmY5YzlmOTkyNmI3XkEyXkFqcGdeQXVyNDg5MjMyMTM@._V1_UY268_CR7,0,182,268_AL_.jpg"
tt0000321,The Mystic Swing (1900) ,4.9,163,"https://m.media-amazon.com/images/M/MV5BNzM5MDM0MTktMDY5ZC00Y2U4LTlhYjItMzk3MTg5MTNhMDFhXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000328,La petite magicienne (1900) ,7.2,6,"https://m.media-amazon.com/images/M/MV5BNzM5MDM0MTktMDY5ZC00Y2U4LTlhYjItMzk3MTg5MTNhMDFhXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000335,Soldiers of the Cross (1900) ,6.1,41,"https://m.media-amazon.com/images/M/MV5BNTYxMGNhYzUtY2Q3Zi00MzFjLWJkZDctOGJhZWEyMGFhYmM0XkEyXkFqcGdeQXVyMjQ0ODE4OTU@._V1_UY268_CR67,0,182,268_AL_.jpg"
tt0000337,Spanish Bullfight (1900) ,5,306,"https://m.media-amazon.com/images/M/MV5BNDIxOTdhYzAtYWNkMy00ZjRiLWEzNjctZDUzZWUzZGIwYzgzXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000340,Uncle Josh in a Spooky Hotel (1900) ,5,223,"https://m.media-amazon.com/images/M/MV5BYWRhM2FhMDItZjQ0Mi00ZDljLWIwYTktZDI2OTc5ODJkN2QxXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY268_CR87,0,182,268_AL_.jpg"
tt0000341,Uncle Josh's Nightmare (1900) ,4.9,285,"https://m.media-amazon.com/images/M/MV5BMjAzNTI3MzI0Nl5BMl5BanBnXkFtZTcwMzQ1MTYzMw@@._V1_UY268_CR43,0,182,268_AL_.jpg"
tt0000346,Another Job for the Undertaker (1901) ,4.9,161,"https://m.media-amazon.com/images/M/MV5BOTU2YTY0OWYtOGYyMi00MjcyLThiNGMtNWYyMTk3NGQ2OGI5XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000347,Buffalo Bill's Wild West Parade (1901) ,4.4,79,"https://m.media-amazon.com/images/M/MV5BYmQ2OTEyYjQtY2Y4ZS00ODk0LWE0NzAtMTlhNTQ0M2RiODJhXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
