ID,Name,rate,total_rate,Poster
tt0000349,"The Cheese Mites, or Lilliputians in a London Restaurant (1901) ",5.8,94,"https://m.media-amazon.com/images/M/MV5BYmQ2OTEyYjQtY2Y4ZS00ODk0LWE0NzAtMTlhNTQ0M2RiODJhXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000350,The Countryman and the Cinematograph (1901) ,5.8,608,"https://m.media-amazon.com/images/M/MV5BODE3MThiOWEtNWY4Yy00MTM4LWJlNTEtNDczNTA4NzRhOTAwXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000352,Day at the Circus (1901) ,5.9,24,"https://m.media-amazon.com/images/M/MV5BOWQyYWQ1NDQtMjA4Yy00ODQ2LTg1NzctYWJkN2I5MDI2YmMxXkEyXkFqcGdeQXVyMzUwMTgwMw@@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000353,Execution of Czolgosz with Panorama of Auburn Prison (1901) ,5.1,287,"https://m.media-amazon.com/images/M/MV5BZGFlYWY2MmYtNjRmZC00YTg5LTg1YjMtZWY4OWZjMmM0NjZjXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY268_CR87,0,182,268_AL_.jpg"
tt0000355,Fire! (1901) ,6.1,553,"https://m.media-amazon.com/images/M/MV5BOTU2NjI3YzUtY2MxNi00ZTFhLTllZGItNDNhYzQ0ZDdkMTVhXkEyXkFqcGdeQXVyNDg5MjMyMTM@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000357,The Haunted Curiosity Shop (1901) ,5.8,329,"https://m.media-amazon.com/images/M/MV5BZmJmNWIyYmUtYTgzYy00ODkzLWIxOWYtNzJhZDc1YjY0N2QzXkEyXkFqcGdeQXVyMzU3NzExNTc@._V1_UY268_CR93,0,182,268_AL_.jpg"
tt0000358,Histoire d'un crime (1901) ,6.1,567,"https://m.media-amazon.com/images/M/MV5BNDY0OTUxZGItMzM0Yi00NjgwLWIxYTgtYjVlNzdkOGU1YzAwXkEyXkFqcGdeQXVyMzc1NTUwNjM@._V1_UY268_CR142,0,182,268_AL_.jpg"
tt0000359,L'homme à la tête en caoutchouc (1901) ,7.1,"2,420","https://m.media-amazon.com/images/M/MV5BOWM0M2E0ZjQtMWViNy00ZmM3LTk3MDgtOWQyZTE4NjVhMTk4XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000361,Lavatory moderne (1901) ,8.1,10,"https://m.media-amazon.com/images/M/MV5BOWM0M2E0ZjQtMWViNy00ZmM3LTk3MDgtOWQyZTE4NjVhMTk4XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000363,The Magic Sword (1901) ,6.3,117,"https://m.media-amazon.com/images/M/MV5BODM3MGI3MjAtOGIzZi00YWRhLWE3YzMtMTVhNjk3YjkwODE2XkEyXkFqcGdeQXVyNDE4OTY5NzI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000364,Panorama of Esplanade by Night (1901) ,5.4,120,"https://m.media-amazon.com/images/M/MV5BODM3MGI3MjAtOGIzZi00YWRhLWE3YzMtMTVhNjk3YjkwODE2XkEyXkFqcGdeQXVyNDE4OTY5NzI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000368,Le petit chaperon rouge (1901) ,6.2,10,"https://m.media-amazon.com/images/M/MV5BZTJmMTMzYjMtYmNjYi00Y2NkLWIyMGMtNDgxYjYyYWE1NjNhXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000370,Scrooge; or Marley's Ghost (1901) ,5.5,356,"https://m.media-amazon.com/images/M/MV5BYmQ1Zjg1YjQtMjA1Zi00ZGVlLWFhM2YtZTllYjRiYTU2MTc0XkEyXkFqcGdeQXVyNzUyMjQ3NTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000373,Les sept châteaux du diable (1904) ,6.2,53,"https://m.media-amazon.com/images/M/MV5BYmZmMTBjMzItMTQ2Mi00YzMyLWE1ZTQtYjkwMjQ0MzQ3YjJhXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000376,"A táncz (1901) ",7,6,"https://m.media-amazon.com/images/M/MV5BYmZmMTBjMzItMTQ2Mi00YzMyLWE1ZTQtYjkwMjQ0MzQ3YjJhXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000377,Undressing Extraordinary (1901) ,6.2,95,"https://m.media-amazon.com/images/M/MV5BYmZmMTBjMzItMTQ2Mi00YzMyLWE1ZTQtYjkwMjQ0MzQ3YjJhXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000379,Visita de la escuadra inglesa a Barcelona (1901) ,5.2,6,"https://m.media-amazon.com/images/M/MV5BYmZmMTBjMzItMTQ2Mi00YzMyLWE1ZTQtYjkwMjQ0MzQ3YjJhXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000380,La belle au bois dormant (1903) ,7.2,13,"https://m.media-amazon.com/images/M/MV5BYmZmMTBjMzItMTQ2Mi00YzMyLWE1ZTQtYjkwMjQ0MzQ3YjJhXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000381,Buffalo Bill's Wild West Show (1902) ,3.9,10,"https://m.media-amazon.com/images/M/MV5BYmZmMTBjMzItMTQ2Mi00YzMyLWE1ZTQtYjkwMjQ0MzQ3YjJhXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000384,Les chiens savants (1902) ,5.8,182,"https://m.media-amazon.com/images/M/MV5BZWY5NGZlZjgtYzg2Yi00OTc3LTkyNGEtZTg5OWY1YTE1MmJhXkEyXkFqcGdeQXVyNjc2NjkzNTg@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000387,The Coronation of Edward VII (1902) ,5.2,277,"https://m.media-amazon.com/images/M/MV5BMmY1ZTAwNzktN2I1ZC00OTkwLWJhNzYtNWI3YWJlNTFjMjU4XkEyXkFqcGdeQXVyNzUyMjQ3NTQ@._V1_UY268_CR44,0,182,268_AL_.jpg"
tt0000388,Danse excentrique (1902) ,5.1,97,"https://m.media-amazon.com/images/M/MV5BMmY1ZTAwNzktN2I1ZC00OTkwLWJhNzYtNWI3YWJlNTFjMjU4XkEyXkFqcGdeQXVyNzUyMjQ3NTQ@._V1_UY268_CR44,0,182,268_AL_.jpg"
tt0000399,Jack and the Beanstalk (1902) ,6.1,635,"https://m.media-amazon.com/images/M/MV5BMjAzNTI3MzI0Nl5BMl5BanBnXkFtZTcwMzQ1MTYzMw@@._V1_UY268_CR43,0,182,268_AL_.jpg"
tt0000400,Le lion savant (1902) ,6.4,10,"https://m.media-amazon.com/images/M/MV5BMjAzNTI3MzI0Nl5BMl5BanBnXkFtZTcwMzQ1MTYzMw@@._V1_UY268_CR43,0,182,268_AL_.jpg"
tt0000402,Mother Goose Nursery Rhymes (1902) ,5.2,6,"https://m.media-amazon.com/images/M/MV5BMjAzNTI3MzI0Nl5BMl5BanBnXkFtZTcwMzQ1MTYzMw@@._V1_UY268_CR43,0,182,268_AL_.jpg"
tt0000406,The Prince of Darkness (1900) ,5.9,19,"https://m.media-amazon.com/images/M/MV5BMjAzNTI3MzI0Nl5BMl5BanBnXkFtZTcwMzQ1MTYzMw@@._V1_UY268_CR43,0,182,268_AL_.jpg"
tt0000407,Procesión de las hijas de María de la parroquia de Sans (1902) ,3.6,26,"https://m.media-amazon.com/images/M/MV5BMjAzNTI3MzI0Nl5BMl5BanBnXkFtZTcwMzQ1MTYzMw@@._V1_UY268_CR43,0,182,268_AL_.jpg"
tt0000409,Sage-femme de première classe (1902) ,5.2,162,"https://m.media-amazon.com/images/M/MV5BNzcwZWVmNmUtODE2Mi00MjE5LWEzMDktNTM1MzdiY2Q4MTRjXkEyXkFqcGdeQXVyNjA5MTAzODY@._V1_UY268_CR147,0,182,268_AL_.jpg"
tt0000410,Demolishing and Building Up the Star Theatre (1901) ,6.7,858,"https://m.media-amazon.com/images/M/MV5BNWY1ZmU5OTItY2EyYy00MWZhLWJiZDUtYmQxYmY5NTVjNmU3XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY268_CR87,0,182,268_AL_.jpg"
tt0000412,The Troublesome Fly (1900) ,4.6,8,"https://m.media-amazon.com/images/M/MV5BNWY1ZmU5OTItY2EyYy00MWZhLWJiZDUtYmQxYmY5NTVjNmU3XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY268_CR87,0,182,268_AL_.jpg"
tt0000413,Les trésors de satan (1902) ,5.5,331,"https://m.media-amazon.com/images/M/MV5BNjBiMjM4ZjEtMjViNi00NmY0LTg5NGItZDExOWY1MzhkODk3XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000414,Uncle Josh at the Moving Picture Show (1902) ,5.3,633,"https://m.media-amazon.com/images/M/MV5BMTU4MjgwNzU5Ml5BMl5BanBnXkFtZTcwMzExNDA3MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt0000416,Les victimes de l'alcoolisme (1902) ,5.3,114,"https://m.media-amazon.com/images/M/MV5BOTg5N2QwNzQtODBmYi00YzZkLTliNmMtMGUxMjYzMTBlYzU0XkEyXkFqcGdeQXVyMTAzNDQ1MTI@._V1_UY268_CR87,0,182,268_AL_.jpg"
tt0000417,A Trip to the Moon (1902) ,8.2,"42,325","https://m.media-amazon.com/images/M/MV5BMzcyYzhlMzctYjg1NS00ODJlLTkxOTUtYmQ4YjgxMWY5MGFlXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000420,Alice in Wonderland (1903) ,6.3,"2,291","https://m.media-amazon.com/images/M/MV5BODQyZWYxZWYtNDRmZC00ZjQxLTlhZGQtM2JmZGNlYjViNGU5XkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_UY268_CR72,0,182,268_AL_.jpg"
tt0000423,La boîte à malice (1903) ,5.5,178,"https://m.media-amazon.com/images/M/MV5BMmU2YTJjYjEtNjQxNC00YTE3LTliOTItOWMyY2U2Y2QzNzkxXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000425,Buffalo Bill's Parade (1903) ,5.2,10,"https://m.media-amazon.com/images/M/MV5BMmU2YTJjYjEtNjQxNC00YTE3LTliOTItOWMyY2U2Y2QzNzkxXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000426,Buffalo Bill's Street Parade (1903) ,4.8,6,"https://m.media-amazon.com/images/M/MV5BMmU2YTJjYjEtNjQxNC00YTE3LTliOTItOWMyY2U2Y2QzNzkxXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000430,A Chess Dispute (1903) ,5.9,597,"https://m.media-amazon.com/images/M/MV5BZTYxY2MwMjEtMjc5OS00MGQ1LTlhOTctNmQxYjZiYTkxMGJiXkEyXkFqcGdeQXVyNDg5MjMyMTM@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt0000432,Comment monsieur prend son bain (1903) ,5.6,162,"https://m.media-amazon.com/images/M/MV5BMmYzZGZlODItOGM2ZS00Zjg3LThmZjAtYTI2NGU0ZjNkMjA2XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000436,An Extraordinary Cab Accident (1903) ,6.2,441,"https://m.media-amazon.com/images/M/MV5BMzdmY2FmNWMtYTA1ZC00NjJlLWE0ODEtMzFlNWIwMWZiZmJkXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000437,Faust et Méphistophélès (1903) ,5.1,182,"https://m.media-amazon.com/images/M/MV5BOGI5MDQyZjYtNTU3Yi00OTg2LWE0N2UtNmZlZWYyM2ViNmMxXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000439,The Great Train Robbery (1903) ,7.3,"16,645","https://m.media-amazon.com/images/M/MV5BMTU3NjE5NzYtYTYyNS00MDVmLWIwYjgtMmYwYWIxZDYyNzU2XkEyXkFqcGdeQXVyNzQzNzQxNzI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000440,La guirlande merveilleuse (1903) ,5.4,175,"https://m.media-amazon.com/images/M/MV5BY2JlMjQwY2YtMzU2Zi00MzU5LTgxNjItMGViYTMxOGI3NGE3XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000441,Gulliver en el país de los gigantes (1903) ,7,5,"https://m.media-amazon.com/images/M/MV5BY2JlMjQwY2YtMzU2Zi00MzU5LTgxNjItMGViYTMxOGI3NGE3XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000442,Henrettelsen (1903) ,4.7,56,"https://m.media-amazon.com/images/M/MV5BY2JlMjQwY2YtMzU2Zi00MzU5LTgxNjItMGViYTMxOGI3NGE3XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000443,"Hiawatha, the Messiah of the Ojibway (1903) ",5.6,8,"https://m.media-amazon.com/images/M/MV5BNWZjYmYzZGUtZTE3My00NDY1LTk3Y2MtMzRhMGM0YWM4YWRjXkEyXkFqcGdeQXVyMDk1ODM3MA@@._V1_UY268_CR16,0,182,268_AL_.jpg"
tt0000446,Kit Carson (1903) ,5.9,8,"https://m.media-amazon.com/images/M/MV5BNWZjYmYzZGUtZTE3My00NDY1LTk3Y2MtMzRhMGM0YWM4YWRjXkEyXkFqcGdeQXVyMDk1ODM3MA@@._V1_UY268_CR16,0,182,268_AL_.jpg"
tt0000447,Life of an American Fireman (1903) ,6.4,"2,024","https://m.media-amazon.com/images/M/MV5BNTIzZjBiYWYtY2VlNy00OWNmLTg1ZWItZmYyOTA4MGE3YzI2XkEyXkFqcGdeQXVyMzE0MjY5ODA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000451,Mary Jane's Mishap (1903) ,6.6,727,"https://m.media-amazon.com/images/M/MV5BMTUxMTlhMTQtZGFmYS00MTU1LTg2ZGMtNzgyZjg5NjU2NjY0XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000452,The Messenger Boy's Mistake (1903) ,4.7,83,"https://m.media-amazon.com/images/M/MV5BMTUxMTlhMTQtZGFmYS00MTU1LTg2ZGMtNzgyZjg5NjU2NjY0XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000455,Le mélomane (1903) ,6.8,"1,642","https://m.media-amazon.com/images/M/MV5BZGQ1ZDZjNDMtYjBlYy00MDZiLTlkZTUtYThmNmI0N2E3YjJlXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000456,N.Y. Fire Department Returning (1903) ,4.1,36,"https://m.media-amazon.com/images/M/MV5BZGQ1ZDZjNDMtYjBlYy00MDZiLTlkZTUtYThmNmI0N2E3YjJlXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000459,"Panorama of Riker's Island, N.Y. (1903) ",4.6,50,"https://m.media-amazon.com/images/M/MV5BZGQ1ZDZjNDMtYjBlYy00MDZiLTlkZTUtYThmNmI0N2E3YjJlXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000460,The Pioneers (1903) ,6.6,5,"https://m.media-amazon.com/images/M/MV5BZGQ1ZDZjNDMtYjBlYy00MDZiLTlkZTUtYThmNmI0N2E3YjJlXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000464,Rip Van Winkle (1903) ,4.8,337,"https://m.media-amazon.com/images/M/MV5BNmYxMTliNzUtM2U0My00NDU5LWI5ZWYtYTBjYTkzYTVjYjA2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR147,0,182,268_AL_.jpg"
tt0000465,Le royaume des fées (1903) ,7.3,"1,102","https://m.media-amazon.com/images/M/MV5BOTZkMDAwYWQtZGU5Mi00MmU5LWJhNTItMGQ5M2NjNWM4ZmRkXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000469,The Sick Kitten (1903) ,5.8,881,"https://m.media-amazon.com/images/M/MV5BMjYzODNjMTYtOWQyMy00YWYyLWFhMjQtMTBhN2VkYzU1Yjg1XkEyXkFqcGdeQXVyNDExODQzNDA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000471,Uncle Tom's Cabin (1903) ,5.1,396,"https://m.media-amazon.com/images/M/MV5BMjAzNTI3MzI0Nl5BMl5BanBnXkFtZTcwMzQ1MTYzMw@@._V1_UY268_CR43,0,182,268_AL_.jpg"
tt0000472,Uncle Tom's Cabin (1903) ,6.4,13,"https://m.media-amazon.com/images/M/MV5BMjAzNTI3MzI0Nl5BMl5BanBnXkFtZTcwMzQ1MTYzMw@@._V1_UY268_CR43,0,182,268_AL_.jpg"
tt0000479,Buy Your Own Cherries (1904) ,5.4,328,"https://m.media-amazon.com/images/M/MV5BMDRjYTU1NzEtODRhNC00NTY4LTlkZDEtZmI4ZmU2ZGYxZDc0XkEyXkFqcGdeQXVyODE2Nzc4NTA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0000480,Le coffre enchanté (1904) ,5,155,"https://m.media-amazon.com/images/M/MV5BODkyZmU2NTktM2ZkZi00YTA5LTg2NmUtNTQ1ZjRhYzgzMWJmXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0000487,The Great Train Robbery (1904) ,7,403,"https://m.media-amazon.com/images/M/MV5BNTEyMjAxMzEtNzEzYy00MGUxLWJkNGMtZjQ1MjkwY2M5NDk1XkEyXkFqcGdeQXVyNDYwMjAyMzM@._V1_UY268_CR147,0,182,268_AL_.jpg"
tt0000488,The Land Beyond the Sunset (1912) ,6.9,677,"https://m.media-amazon.com/images/M/MV5BMTMzMDcxMjgyNl5BMl5BanBnXkFtZTcwOTgxNjg4Mg@@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt0000491,Opening the Williamsburg Bridge (1904) ,3.9,39,"https://m.media-amazon.com/images/M/MV5BMTMzMDcxMjgyNl5BMl5BanBnXkFtZTcwOTgxNjg4Mg@@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt0000492,Personal (1904) ,5,83,"https://m.media-amazon.com/images/M/MV5BMTMzMDcxMjgyNl5BMl5BanBnXkFtZTcwOTgxNjg4Mg@@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt0000495,Le pêcheur de perles (1907) ,6,82,"https://m.media-amazon.com/images/M/MV5BMTMzMDcxMjgyNl5BMl5BanBnXkFtZTcwOTgxNjg4Mg@@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt0000496,Railroad Smashup (1904) ,6.1,39,"https://m.media-amazon.com/images/M/MV5BMTMzMDcxMjgyNl5BMl5BanBnXkFtZTcwOTgxNjg4Mg@@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt0000497,A Railway Tragedy (1904) ,5.1,49,"https://m.media-amazon.com/images/M/MV5BOTNmODE1YmEtMmRjZS00ZjdkLWIxNDctMDgzNTAxN2NmOWQyXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000498,Rescued by Rover (1905) ,6.7,"1,001","https://m.media-amazon.com/images/M/MV5BNjc0NWJjY2QtODAzZi00MDAyLTg3YjctYWFmODMxMzNlZDc5XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000499,Le voyage à travers l'impossible (1904) ,7.6,"2,995","https://m.media-amazon.com/images/M/MV5BYjI3ZmRjYWYtNzhlMy00M2ZjLTliOTctZDhlM2YwZDcxMDE3XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000501,Adventures of Sherlock Holmes (1905) ,4.6,25,"https://m.media-amazon.com/images/M/MV5BYjI3ZmRjYWYtNzhlMy00M2ZjLTliOTctZDhlM2YwZDcxMDE3XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000502,Bohemios (1905) ,3.8,6,"https://m.media-amazon.com/images/M/MV5BYjI3ZmRjYWYtNzhlMy00M2ZjLTliOTctZDhlM2YwZDcxMDE3XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000505,La course à la perruque (1906) ,8.1,11,"https://m.media-amazon.com/images/M/MV5BYjI3ZmRjYWYtNzhlMy00M2ZjLTliOTctZDhlM2YwZDcxMDE3XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000506,"D.T.'s, or the Effect of Drink (1905) ",5.8,5,"https://m.media-amazon.com/images/M/MV5BYjI3ZmRjYWYtNzhlMy00M2ZjLTliOTctZDhlM2YwZDcxMDE3XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000507,Departure of Peary and the Roosevelt from New York (1905) ,3.7,28,"https://m.media-amazon.com/images/M/MV5BYjI3ZmRjYWYtNzhlMy00M2ZjLTliOTctZDhlM2YwZDcxMDE3XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000509,Les débuts d'un chauffeur (1906) ,6.2,19,"https://m.media-amazon.com/images/M/MV5BYjI3ZmRjYWYtNzhlMy00M2ZjLTliOTctZDhlM2YwZDcxMDE3XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000511,Esmeralda (1905) ,6.6,25,"https://m.media-amazon.com/images/M/MV5BYjI3ZmRjYWYtNzhlMy00M2ZjLTliOTctZDhlM2YwZDcxMDE3XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000512,Funeral of Hiram Cronk (1905) ,4.5,39,"https://m.media-amazon.com/images/M/MV5BYjI3ZmRjYWYtNzhlMy00M2ZjLTliOTctZDhlM2YwZDcxMDE3XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000515,Los guapos del parque (1904) ,4.8,71,"https://m.media-amazon.com/images/M/MV5BYjI3ZmRjYWYtNzhlMy00M2ZjLTliOTctZDhlM2YwZDcxMDE3XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000516,El hotel eléctrico (1908) ,6.5,826,"https://m.media-amazon.com/images/M/MV5BYmQ4Y2ZjODYtOTQyNy00OTI1LThkMjgtYmI4YzBlMDA5ZThmXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0000519,The Kleptomaniac (1905) ,5.7,294,"https://m.media-amazon.com/images/M/MV5BMjAzNTI3MzI0Nl5BMl5BanBnXkFtZTcwMzQ1MTYzMw@@._V1_UY268_CR43,0,182,268_AL_.jpg"
tt0000520,The Life of Charles Peace (1905) ,6.5,32,"https://m.media-amazon.com/images/M/MV5BMjAzNTI3MzI0Nl5BMl5BanBnXkFtZTcwMzQ1MTYzMw@@._V1_UY268_CR43,0,182,268_AL_.jpg"
tt0000521,The Little Train Robbery (1905) ,5.4,240,"https://m.media-amazon.com/images/M/MV5BNjk2ODkzMDktOTA0OC00YmQ2LThlZWItZTliZWQ5NzM5MzU4XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0000524,New York Subway (1905) ,5.7,654,"https://m.media-amazon.com/images/M/MV5BYTRlNmNhMmQtMjc5NS00Yzk5LWI0NjMtNzA0MTM1YmZmY2Q5L2ltYWdlXkEyXkFqcGdeQXVyMDM0MzU2NA@@._V1_UY268_CR111,0,182,268_AL_.jpg"
tt0000525,Pendaison à Jefferson City (1910) ,5.5,35,"https://m.media-amazon.com/images/M/MV5BYTRlNmNhMmQtMjc5NS00Yzk5LWI0NjMtNzA0MTM1YmZmY2Q5L2ltYWdlXkEyXkFqcGdeQXVyMDM0MzU2NA@@._V1_UY268_CR111,0,182,268_AL_.jpg"
tt0000526,Pennsylvania Tunnel Excavation (1905) ,4.2,40,"https://m.media-amazon.com/images/M/MV5BYTRlNmNhMmQtMjc5NS00Yzk5LWI0NjMtNzA0MTM1YmZmY2Q5L2ltYWdlXkEyXkFqcGdeQXVyMDM0MzU2NA@@._V1_UY268_CR111,0,182,268_AL_.jpg"
tt0000528,"Raffles, the Amateur Cracksman (1905) ",6,9,"https://m.media-amazon.com/images/M/MV5BYTRlNmNhMmQtMjc5NS00Yzk5LWI0NjMtNzA0MTM1YmZmY2Q5L2ltYWdlXkEyXkFqcGdeQXVyMDM0MzU2NA@@._V1_UY268_CR111,0,182,268_AL_.jpg"
tt0000533,The Wooing and Wedding of a Coon (1907) ,7.2,18,"https://m.media-amazon.com/images/M/MV5BYTRlNmNhMmQtMjc5NS00Yzk5LWI0NjMtNzA0MTM1YmZmY2Q5L2ltYWdlXkEyXkFqcGdeQXVyMDM0MzU2NA@@._V1_UY268_CR111,0,182,268_AL_.jpg"
tt0000534,The '?' Motorist (1906) ,6.6,938,"https://m.media-amazon.com/images/M/MV5BODM3Mjc1M2UtZTk4OC00NzJlLWI4MTgtMTI3Y2E0YmFlMmZiXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
